,resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,workout_type,id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,kudos_count,comment_count,athlete_count,photo_count,map,trainer,commute,manual,private,visibility,flagged,gear_id,from_accepted_tag,upload_id_str,average_speed,max_speed,average_cadence,average_temp,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,pr_count,total_photo_count,has_kudoed,suffer_score
152,2,"{'id': 30502108, 'resource_state': 1}",Tempo,9685.1,2927,2933,42.0,Run,0.0,2909303981,5CED0402-1E02-4488-A7A9-72CE0C134626,3094100501.0,2019-12-03T20:11:51Z,2019-12-03T12:11:51Z,(GMT-08:00) America/Los_Angeles,-28800.0,"[37.286053, -121.93936]","[37.285829, -121.938528]",,,,37.286053,-121.93936,6,0,0,1,0,"{'id': 'a2909303981', 'summary_polyline': 'ylqbF~gggVHGDMH@h@XVNGBPTRDFHn@\\RZJZVh@v@~@PLN\\PPHNHDNd@d@f@Vp@j@x@@PJPbAjAPLj@r@^f@DNJDFNZXDLHFRb@n@l@`@r@RRDJ|@z@TLP\\PRNFL^J@\\b@NBd@\\RF`@`@RFPV`@ZdA\\j@\\L@f@RNL\\Df@PzAh@dAP|A\\t@Vj@DVJxAVXJpAPdAPXJJA|@L^RP@\\Nh@HX?FDz@JJHZLPBj@`@p@VdAHH@LNh@BTSBI\\CDBFt@PXNRhA|@~Jh@dC@NDZ@\\HZAr@JfADlAVtAHFFl@ArBn@\\Tz@NnBx@z@d@z@TlAh@h@b@jBpCd@|ALr@v@zABXh@xBLNFV\\d@LTb@zB`@jA~B`FrA~BXt@PLHPLHd@p@Rd@BXNd@XzAb@xAB\\Lf@TNBH@ZVz@N^\\PPNXb@LVv@p@|A|@N?f@PHAb@NP?JMHRnBl@XBt@GVHV?RJ\\Bb@R\\C\\Ll@H`@\\^t@^PHNh@^v@^`@Fl@BXFn@f@l@Vf@f@Zp@d@ZN^NBRMF@DIHGFHADl@PLCPDn@j@[QIQ?Ga@k@a@Io@^IAEQMKc@KM[U]WGMUG?w@u@]Uc@?k@G{@]q@a@GKUC]QoA_BcAa@IIq@U[BqAO_A?u@Ki@MQ@KPIGKWIGUA[OU?KIeA]YQ]_@KUWGOYWU}@o@QSYm@_@}AO[e@cBEWUm@M{@Oa@_@q@c@c@o@wAQMMc@GKG?Qg@UYe@_BOSo@yAG]Q[GUQUE[KQc@qAc@w@AKIIOg@CWGMEc@Qq@u@gBQaAW{@k@iAY_@Q_@i@k@}A{@aBi@sAw@cA]SAcBy@o@SsBOq@QqEUOGwAQgCAkAKqBECCQ?OEiCMc@OKOOGW[S{@UDSG_BUEE@QCe@Le@CIW_@UEc@UcEo@UI_Dg@q@SgCg@YM{@Sc@Gq@@MEOBOI}@IaA[sAQ}Ai@UCuBu@y@q@uBgA_Ay@_@M]c@OY]a@WMUa@SKU]OKEKW]OKIQSO}@sA_@]EOOSUe@W]KUYS[c@_AgBa@g@M[[]GQEAg@s@Se@USGK[]Ws@S]SKOWKCy@kAQQ{@m@o@YQS', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3094100501,3.309,6.9,,,False,,,False,False,84.7,54.9,0,0,False,
153,2,"{'id': 30502108, 'resource_state': 1}",Burning off turkey fat,12989.7,4173,4202,184.2,Run,0.0,2904452264,0E8FEFE6-BCD5-4C7C-848E-B31EAF468027,3088323475.0,2019-12-01T14:26:12Z,2019-12-01T06:26:12Z,(GMT-08:00) America/Los_Angeles,-28800.0,"[37.365297, -122.137111]","[37.36519, -122.13737]",,,,37.365297,-122.137111,0,1,0,1,0,"{'id': 'a2904452264', 'summary_polyline': 'a|`cF~{mhVQ]w@o@Ia@U_@HECE[YIUWIW_@g@{AGI]AKYIC?OKESXOBYr@YZg@Vi@f@i@p@_Ah@o@p@FBONaBlAS\\}@|@yAdAo@p@yFzE{AzAuC|B_@\\{@`AAXPj@zAbCh@h@^N`A|AbAn@XZJCJRZN`@`@LtAtApEv@Rj@\\d@~@VxAh@XbBq@JYKg@Nw@v@i@t@Oh@@nCJPRVH`@KAk@_Am@{AwAkCiAa@q@McA@k@b@cAjAQbA{@N_@JCPm@Og@@M^Qd@Gf@Yb@s@TQb@y@@aAMy@Dc@|@y@\\i@r@gENc@t@}@VGl@m@RADOMS_@QeAaBM[@MW]FGGKU]{@u@g@qAa@e@K@IYMGKWDI{AuBBKS[@KeAqALIEIy@k@i@a@AkA\\W@m@RaBJwBaAaEKUqAw@Y[c@GWWkAe@kAiA_Bu@}AE_AQm@c@u@Sc@s@M}@[k@s@Sg@Fw@Ig@Ks@y@Ow@KGqEa@_A?{@PoBJaAGe@_@mAG_@SmB?i@JgCSkANoAWUc@y@cACWeAeB]a@eA}CW_@OE}@dAUJ_AzCKnA[fA_@PmABWNMd@CvDKv@@z@G`Ak@pB]f@Fn@ObB?l@FRIzB@dAKvCGh@?~@DdAMzHEd@?bDK|BGbD@fBY~@oAn@yE~AOVsD|AiAp@wAp@wAZkA`@mBbAq@r@eAdBm@lB{@fBo@zB_Ax@kBd@c@Ak@LiAUaCEe@J_AScCLiAKsDDuARsA`@UZhBdHRhAFlA`AdCzA~Fr@tBhB~KT\\~@|@dBp@R\\Fj@LVdB|@bDh@nAFbA\\bCOpBp@fAE`@FX^`@NHKA}@`@S^Az@Pd@CrD_BdA[v@Ef@SjD]~Ba@~Cq@lAe@|AIjA[bBSr@[dAs@jAaApCy@NWjAaFPa@`@Cd@qB^CBWN]TURe@~@{@pBcAvCmBv@s@l@gAV}@|@mAHs@n@k@X_AFaAOs@KwAMU@g@JQ`BaBbAo@n@o@n@YjCmCLAJSj@[r@eAhBwAtD}C|AcBAEv@g@b@k@pA_AZ_@l@GbAq@V[VE`CqClB}AXMV@f@\\LV?Zh@r@vA`CTr@p@z@Ph@', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3088323475,3.113,5.5,,,False,,,False,False,148.4,42.2,0,0,False,
154,2,"{'id': 30502108, 'resource_state': 1}",Trot for all ma turkeys,8472.8,2545,2553,104.3,Run,0.0,2897856454,D27EF11E-EDFC-4220-8613-6BE509E6776E,3080365413.0,2019-11-28T17:48:41Z,2019-11-28T09:48:41Z,(GMT-08:00) America/Los_Angeles,-28800.0,"[37.365178, -122.137124]","[37.365324, -122.137142]",,,,37.365178,-122.137124,4,3,0,1,0,"{'id': 'a2897856454', 'summary_polyline': 'i{`cF`|mhVE@CEIUYKSSSg@EMDFOYI][g@IYw@iAWMGUOI?[SMUEILc@TQRFD]Zi@Vg@\\QDUROCEL[XYf@FFYTM@OTa@TOBELo@h@Yf@u@l@a@h@]RsAfAOHa@Z_@f@SPYLQXOFINm@j@aAn@_AbAu@j@m@p@e@\\ELUNKBk@`@_@j@[JWZa@RSPIL]\\EREDkAj@g@p@Eb@Dn@Lf@JrAY|@It@c@`@Or@QZMDMXIh@MPOh@WZSf@IJKTKDSV_Af@QRy@\\_@TYXs@VKRYTSDWNWb@ULQVCZSf@_@f@{@~A_@~AIJO~@I\\Q`@U\\KHE?_@PM?[Ng@@_@Hi@d@YDUXm@`@i@PIHo@TKC_@HMAiARYLe@DULi@D_EhAoALWHw@Dq@Pq@?s@JsAf@Y@s@Ti@VMNw@RUPSFc@?cAYYB_@TCD@TKPCJC@[KKUc@UO@SHc@Cg@]{@UaAJe@Au@J]Ce@OUA[IOD[M_ASyAw@aBk@IGGUB[G[gAWw@e@MWWUUe@GUEu@Q]AQKOMo@Qc@Gs@Om@Io@A[a@_BK]]}@Qu@c@iAa@_B_@y@MMOo@Am@Gu@@GYiAIo@Qc@GYMY?Ii@{AAMJS`@Q\\CvBc@^@rAMLBr@A\\Fd@If@?d@Kf@LRCv@Gl@JtABp@HRCTHRGz@DfAQ~@[d@e@Zi@`@eAFYP[\\iA^o@\\iA`A_Bz@y@t@]P?h@SlAk@b@Kf@UTQPAf@SNAt@a@f@Kz@_@j@Ol@[bAYNCXSh@OXOj@ITSb@KZUPAJOLIz@C\\DRC^H~@A~@`@VFHFb@FPJVDbA?TC|@Dp@J`@Ap@K^?\\M`AQ`@O|@u@^a@V_@\\]NIt@KTDXLRXj@TNNh@?b@H\\?HFL?ZFHCl@[Vm@`@[z@gA`@Oh@I^NH?h@Xl@LXL`Av@VFf@x@\\t@fA`BLX`@b@fAzB`@d@Vf@JBLGfAeAnB}A^[v@cAv@e@FSPGb@]XGn@a@~@_ATM`@]bBcBTMPUJ?VYZQj@g@LE~@mAnAcA\\On@HAHDXTb@@b@JLd@dAhAzARl@^p@?F', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3080365413,3.329,7.8,,,False,,,False,False,123.8,42.1,0,0,False,
155,2,"{'id': 30502108, 'resource_state': 1}",Speed work,8177.8,2367,3191,70.8,Run,0.0,2892830213,37CF91F3-1B28-42AE-9149-5994D9B2C596,3074112464.0,2019-11-26T14:23:07Z,2019-11-26T06:23:07Z,(GMT-08:00) America/Los_Angeles,-28800.0,"[37.365152, -122.137118]","[37.365104, -122.137439]",,,,37.365152,-122.137118,5,0,0,1,0,"{'id': 'a2892830213', 'summary_polyline': 'e{`cF~{mhV@RDBLTPBHNRH^BfAGt@i@BY^k@?EHMAGv@_A\\Sj@Df@Ub@@j@Nv@H\\?dADlANND`@\\`@N^AVMRm@VAHOPwBRy@p@gAd@g@`@{@PGRq@PSGONQFALUEKLq@Cc@BQ?GSGHg@CEFg@J[@MMI^w@@GGKZcARc@LoA`@aB?u@Vw@Co@CMH]Cm@Im@Su@Sc@Aa@EYOWSSo@WKQAIZ{@Be@E]]i@s@@c@a@y@]MOIY]QWYSm@Ds@E_@EK]]Yq@BW`@YBKCO@OK_@Jy@IK?SJa@fAw@PWb@c@NYHa@Eg@S]c@QO@[PFCELq@`@KNoAfAObA@JLZRNf@FPKl@q@w@v@xCkCPs@A[IUUUWIUAWJeChCO\\Ct@JVVRj@?LE`AaAd@Yn@o@Nc@?a@Oe@MMOG]?YLm@t@oA`ASTITE`@?XFNb@V^@LGRWh@Yv@u@LCLQTOHY@WQu@c@WOCs@PENYZ]VY\\WRG?QVGVEf@HXPRXJL?\\Il@e@l@q@PKv@}@DQA_@EUWYYK_@F_Ax@MPUNi@f@U\\C~@BPJNVHfAGKKt@e@^Od@q@VQF]Ai@IWWUm@Ga@JGJl@]W\\DCHMa@TIPk@h@k@`@[d@Gx@@JPXZJRAXQZa@w@r@b@Ev@s@^i@d@a@LUHi@MIKg@k@S[DqAvAcAx@QTCPHj@Z\\TJf@CLK?CLCd@WxA_BHYD]Qw@KMa@Ie@FqCjCOp@Hj@HJLHr@HhDyCFQ?YIa@c@[WEUDyCjCQ\\CZBXTV^Ld@ITS~@e@`A_AHMuCfClAeAdAkAH]Cc@Oc@c@UQDm@^UXeA~@MBW`@IVCNBRL^ZL`AGKj@HJ?FMh@BXL`@?VEPSPM@AHHRHn@j@dADh@TZJd@JV^PF\\Af@Px@Af@DHXNr@r@XHLAzAlA\\p@Pj@?TP`@@VHRCb@@`@If@@d@KfAS`ACZUtBMBM`@MrBSjA?l@Gv@BnACPMZM@UXGVGHMn@q@~@a@p@GR{@rAUpAQ\\F`@M^CTNFCXUXcAOu@QSK@G[Oi@B{AMi@Bu@WeAI[Ts@CeA`@KNDJIXQBCHIBS`@CPDJMXWAYROAUNSAYJk@AUW', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3074112464,3.455,6.8,,,False,,,False,False,128.2,91.3,2,0,False,
156,2,"{'id': 30502108, 'resource_state': 1}",Weekend long run,11518.9,3695,3705,168.6,Run,0.0,2888355439,181E01B8-28CA-474F-B2A2-E1CC2AD0B45F,3068348055.0,2019-11-24T14:14:53Z,2019-11-24T06:14:53Z,(GMT-08:00) America/Los_Angeles,-28800.0,"[37.365188, -122.137205]","[37.365216, -122.137146]",,,,37.365188,-122.137205,1,2,0,1,0,"{'id': 'a2888355439', 'summary_polyline': 'k{`cFp|mhV@GFJJZ@VaAdAM@[\\UHWv@Mn@El@KJAb@Wx@MXc@f@WPIz@Jj@@`@Sz@sAlBeAr@[p@]VIVs@~@g@^g@B_@ROn@An@Vf@AXCBHT~@v@vC~@r@jA\\NVd@FRGTQPK@cAOi@UmAO{BH_@\\]l@Cf@Dn@SRgCjAcAn@]DoBbAcAn@_Cx@_Aj@}@n@gCfAu@r@KZa@j@AJ[l@a@`@Yv@QPAPSTg@^G^u@v@a@|@_@VUt@_BlBMTWfAYn@Oh@g@^gAXwBUWBWGq@a@k@Ek@Vs@p@eAb@m@z@Mp@AVSx@Ov@g@FUG_BmAOi@OWOoAHs@KwBIOD_@Ic@e@_AYe@GiBM]CU@OCMgAJe@R{ADsBz@cAHmGnAyABcARiBd@qCrAg@DiBGe@\\Ch@KNWAk@e@mAB[IgAm@{@CgBLq@Gk@ScA@g@KUQqBq@mAo@KKEi@EIgCuAc@]Ui@M]]aB@Ya@{CMs@YcAE_@e@_BQYm@aCKMSkAc@w@Y_A?uAWwAYu@ASo@_Cq@eBk@o@_B_De@uBoAcBc@qAAy@[]Ym@Qo@UWyAiEm@aA_@_Bu@uAIa@UWSq@Lk@AYy@yAu@mC@Sd@g@]eB`@cBx@cA^SP[b@_@v@MnBHTKlBJpBC`CHtB_@z@U~BNhB?rAu@NQ\\{@lCuAr@Cv@TvBRZGd@[l@?LUBo@R}@NONAj@Hh@p@jAfApB~@t@?nAV~Bx@tBd@lETtCDp@IjDVpB?NMDaAEm@@_CL_A?a@HM?OHKO[FQG[Fa@A}@DY@sCH{@x@eCFeAA}BDwACUHoAd@i@jA?t@o@HOJ}@t@wBNy@dA}ALC`@Ld@bBj@~@^hANv@d@|@V^fAr@jANp@[`@?`BTzD?hBTx@^r@HzAC~Bc@l@Dp@ErBVPFNPl@pAj@^v@Jd@EdAf@V`@Vz@rApA`APdAZnALdBlAl@j@DFADf@FbAb@b@T\\\\`Ap@FFF^?l@b@bAH\\IpAUBOnAJlBOt@Hj@f@TTl@l@TBn@Vj@P?`@hAXP^z@PFJRADFPKDH^VV\\LGTFRb@p@l@l@n@jARPLZ\\\\R`@', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3068348055,3.117,5.4,,,False,,,False,False,152.1,31.3,0,0,False,
157,2,"{'id': 30502108, 'resource_state': 1}",Recover,8070.6,2427,2464,31.4,Run,0.0,2879582676,232017A0-9990-4315-82EC-5DCB90234F02,3057102432.0,2019-11-20T20:10:24Z,2019-11-20T12:10:24Z,(GMT-08:00) America/Los_Angeles,-28800.0,"[37.285965, -121.93935]","[37.284253, -121.940873]",,,,37.285965,-121.93935,0,0,0,1,0,"{'id': 'a2879582676', 'summary_polyline': 'glqbF|gggVJSGIG?Z?XHFDZXb@l@h@X?HVd@NHFTXl@JN^XDD?JHNh@f@BNHLZTV\\Vj@Vb@JHNZJFFXTXHRNVRRBPVV?FJL^ZP\\p@~@LJFPLRLHZj@XVJ\\NJ@DNNHLRLVZXRLPb@VVVFLx@d@^^bBbAt@^p@TpAl@VFl@VFAh@TXBf@TVB`AXf@HJAf@Tb@Bx@VX?d@Hl@Ph@B^Ld@JT?JDDAj@PL?r@LP?v@Rr@Jb@PJ?t@Nf@Vj@^LDR@JFb@B`@JJ?NJV@DBDTHJDLNP`Ah@H@\\Vf@F~ADt@JXAvAHh@Hn@APDbBChANh@N`CFb@FTAl@RtBLRDf@V^F\\NzA`@zBfAVFJJJFn@NJHXHZRl@TJLZVr@jAJFJNBLDBLXNp@FJD`@LXL`@Zh@FT@ZNn@Rj@DVR`@d@l@@FDFFR?VVx@Hh@Tb@FT^t@^dADRZ\\J\\^j@Vj@VPFRT^@TNZZ^PJN\\`@h@FZ?b@RVRv@LXTv@PZFdANt@@PNf@JHJT`@f@n@h@T^^b@^TF@BF`AX^FLTTHL?b@JTCX@n@X\\@RFl@B@GM@KCc@Ca@MQ?QKg@HCBELUe@GC[GG@EGMCM@KKUIiAi@GEQg@UAMEUWS]EAo@w@CUSk@KSGa@c@gA[_BGMAQGMMc@GKIe@Uu@_@e@MGOQQ]K_@QWOKOg@QY}@aBOe@U]]w@Ww@KQIYKWQs@Ea@KMUm@c@s@Uo@Ga@O]AOM[Q}@[e@G]So@Ie@Sk@]o@EO]c@[k@a@_@{@g@k@QwAs@q@YG?gBy@y@WGEi@OIGSCk@Sa@?yAM_@OW?UIM@QGq@?m@GKDw@MCEO?_AIK@a@EGCoBAo@EUGKB}@Gy@Io@AKB{@IIIUGQUGAGIKC]c@GEOBMCUIMK]MKIc@CWKYU_@Qa@Yk@K[QoB[_@AQIuAUc@MK?YK_@GGC_AKcA]u@Ea@G{Ac@m@G]MiBYkBo@a@SUE_@SgBo@s@c@KCWSKEYYc@]a@UY_@WMq@c@_@a@KEg@c@IKg@WGUk@y@i@_AQSIQY]GQm@k@IQm@y@GQe@i@OY]c@AGEEOC_@o@c@c@M[ESOQOKQ_@EO', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3057102432,3.325,6.2,,,False,,,False,False,82.8,56.7,0,0,False,
158,2,"{'id': 30502108, 'resource_state': 1}",Str and spd bare feet,3842.6,1171,1479,0.0,Run,0.0,2877050684,A6DB399E-7982-427C-A0D6-0E30F1F09F43,3054051463.0,2019-11-19T19:53:23Z,2019-11-19T11:53:23Z,(GMT-08:00) America/Los_Angeles,-28800.0,"[37.288186, -121.954307]","[37.288283, -121.954234]",,,,37.288186,-121.954307,5,2,3,1,0,"{'id': 'a2877050684', 'summary_polyline': 'czqbFlejgVxBF^ILKJWDUCUS]IIu@Sa@EuACW?KDa@XGXATR^NJ@Db@NxAFXF^?b@GPYHe@Ea@CM]We@Ky@AcAGa@BSFMLIRIJCJBRT`@ZTRFpAJb@?NCD@VGLGTSJ]AIEY@EAKUMs@QcCES@UJMJKV?JDFDTJP|@^^D~@FZAJ@TCXWFIF_@CSM_@_@QK?_@KkAEaA@i@ZGV?LJZLP^ZXHFBFAFDd@@NAl@@RC`@OFKBWAWK]YKe@EMGOAQGg@Ko@@OFOLILETB\\LNXNXFXBVF|AL`@G`@q@ASQa@YSw@QwAE]@OFYROd@@HFTFHHDp@TBDWDcABj@H^@`@KVDTCLBt@APEFINGR_@?YQ_@SMqA[w@Cq@@YJAFIHEHE`@BJPTZRJDf@LX@HBLAVDb@@JCD?VYV[@KQg@QMm@[g@KWAoA?WFWVE`@Xj@PLRDJHIRXDxB@d@_@Xa@AGOY_@S{@]aAIo@?UDYZIPAHFVh@f@fATR?HDt@?J@VGNMLOFSCQ]a@]Ks@[WGuAAYLYZCL@TLTPNNJ\\F', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3054051463,3.281,4.6,,,False,,,False,False,59.3,58.6,1,0,False,
159,2,"{'id': 30502108, 'resource_state': 1}",With Ken,9729.6,3451,3507,127.3,Run,0.0,2872061800,8B0EF8D2-E96A-4737-B395-DB30AE7CA0E6,3048018373.0,2019-11-17T14:30:30Z,2019-11-17T06:30:30Z,(GMT-08:00) America/Los_Angeles,-28800.0,"[37.330396, -122.08613]","[37.330281, -122.085992]",,,,37.330396,-122.08613,8,1,0,1,0,"{'id': 'a2872061800', 'summary_polyline': '}azbFh}chVsDbCuAv@kBZMNAP\\`AC\\i@rA]h@u@PuAv@g@FuAj@g@p@_@TK@wBbB]x@s@|@MDIPeAVUV[t@X~@B`BP~@lAj@p@Pr@Bz@KZDz@b@j@p@~AlANb@TbBNLCR^p@l@p@DP|@f@\\j@RFr@`CRhALZVRP^Jj@G\\}@f@Q|@gAfAEl@BZAjAQj@El@_AdAO\\Cb@MRCXPv@Ip@g@j@_@XWd@G`@_AxAoAdAaApAUn@c@v@Mt@cA`C_@xA_@l@w@tBu@nASfA[~@UpAMzA[j@Mv@C~@[r@OhAMd@q@r@Sh@Ff@F~ACl@@bASz@BhAFj@Rz@Bz@L`ABn@GhBRt@BREt@Lr@?^Hh@Op@[XK^Ih@e@zBAd@Dh@AvBy@lDEn@BbAErCYhAC^Mj@C|@@`AWt@Cp@GJIz@@X_@rA?d@Vn@BRCfBe@nAAx@Ff@?j@GdADb@ObCM\\E^Qr@a@|@U|AJfACXDVF[Kk@D]?UNgARUDQBe@RoA?a@Nc@NiA?c@Gi@?k@F}@I_@Du@R_@La@Fa@Ec@?m@Oc@GuAH[FcAl@kBAy@Hi@@m@CULc@JuA^}ACoAGQASNsAMW]Wa@MKQ?k@Fk@E]Mc@FS?OYc@I]AUWo@@c@ZyBl@yBViBPe@@c@Gq@BmAR}AIq@Wa@WSw@CMGIKE_@J_@d@u@Pe@Ju@Ks@B[b@u@FcBDWRy@@g@Lq@l@kBRoBHM\\QLQ^_ALc@AWMQYKq@?i@D]LcAdAGACOP_@PM^g@^G|@i@|@H|@K|@i@XGdA}@t@sBhAgCB_@b@iAt@eBl@{BZ_@b@}@p@w@fAaAb@m@TCJs@XMh@g@Po@EgALo@Dq@P_@RMf@eANcA@}@Lw@?SXm@LEP[d@cAr@m@F_@Ge@y@iAM_AOOK_@Ua@EYYq@_@i@MMm@OUSCQMIYo@?a@_@i@g@uBq@w@YOYa@kBoAUGsAHs@Ky@Ws@a@IMKa@J{AOs@?YXy@~A_AfAoAVe@ZWt@}@x@YbCiB`AMz@s@p@Mj@w@r@yA@KKu@IQ?KPUnAKXK~FeERU', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3048018373,2.819,4.7,,,False,,,False,False,196.5,103.6,0,0,False,
160,2,"{'id': 30502108, 'resource_state': 1}",Felt awesome!,9752.4,2928,2945,119.3,Run,0.0,2867301846,20BB8858-A07D-473C-B9D5-ABA24CEDE9FF,3042280285.0,2019-11-15T21:21:16Z,2019-11-15T13:21:16Z,(GMT-08:00) America/Los_Angeles,-28800.0,"[37.36528, -122.137066]","[37.36508, -122.137176]",,,,37.36528,-122.137066,7,3,0,1,0,"{'id': 'a2867301846', 'summary_polyline': '_|`cFt{mhVI?w@_AEc@Ya@ISc@SM[SEIWo@u@@UYBQKAOQMGKFSIMi@DQPu@~A]Na@j@_A~@CHuCbCIP]VMTWF]d@cA~@i@XSTmAbAQX_@NWb@QFQTSFCHYRAHYPg@f@SHm@p@I@u@l@Q`@o@f@CHWPAHu@b@WH}@~@U\\UH{@f@MVe@VYd@Ot@Ad@L`@R`BDLE^S\\CRK^MBSVGAGHEVYl@WVKh@Qf@u@vAeA~@GNw@`@STgBjAq@XY\\kAt@MRMh@SROZo@|@G\\e@bAm@jBMdAUXMZOHS?c@RuA\\}BlBa@PaGbA_Dv@q@By@Z_@@u@PSHkAF_AHgATKHcAHQL_A^{@TuAl@aAJWIu@AQFORD`@GLMFg@M}@]WDg@G_Bq@iCJ{@Ci@QaAAwA_@U?}@]]YcAe@Yc@IYcBy@QY_@YS]a@cAUwAOi@M}@Wy@GaASm@?SQi@OaAOc@_@oB_@_A?g@KUKKU_@]}@UyBa@yACi@Qe@Im@OWEi@c@s@BKpAa@^@h@KfCQvAFfGGvAHn@ArALlA@|Bc@f@W^m@f@yAf@y@Tk@Ne@Xg@Hq@Xe@H]?YDMv@aAx@c@`CeAlBi@rBcAhBo@ZUhA[JM`@KhAi@zAc@zAq@`@]L[Hc@GuAFcA@g@MwALw@Am@L{A@_DVoC@a@Qm@?SBm@FUGa@BwAFM?MDUBs@BI?i@CMDUKu@F_@AG@_ABEEqA@GCCHi@A[HYB_@Rq@Zq@XyAA[Dm@Ak@B]E_@?OBECO@aAH]P_@Z[bA@^S^mAf@uBRWVeADKZU^m@PKZ\\p@jA|@pBRx@JJBZN`@DDBJVj@XVdBd@bAObAD^EbA?p@Hn@Et@Jx@Tb@?`@Tb@FRJl@?VDf@QpAGNGdACn@Dd@PHAVTj@ANHR@b@T?RRVXTd@PPDv@Al@FLH^RP`@j@|@PLXd@PLbAh@fAF|@RVNXBz@x@HPt@`@v@Vb@RRXf@L`@b@b@TRX@t@\\p@Dh@EjBUp@Kt@BJ?bAPNGX@XJXFj@`@h@Pn@v@z@f@~@~@nA\\j@BJATLVVZFThA^Fl@HFFZJRTJZx@PLf@|@FFN@HR', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3042280285,3.331,7.6,,,False,,,False,False,124.6,42.2,0,0,False,
161,2,"{'id': 30502108, 'resource_state': 1}",Track speed work,3758.5,1070,1833,0.0,Run,0.0,2865026692,528A6ECE-7F78-45E0-921C-8026E8913855,3039522485.0,2019-11-14T19:18:08Z,2019-11-14T11:18:08Z,(GMT-08:00) America/Los_Angeles,-28800.0,"[37.287771, -121.953594]","[37.287697, -121.953588]",,,,37.287771,-121.953594,1,0,0,1,0,"{'id': 'a2865026692', 'summary_polyline': 'qwqbF~`jgVIGw@AQBo@AKBEFULCp@Jb@NPTFT@JCZFv@B~@ANEXOFS@WEI?MCOS]e@GK@KCi@?m@By@C_@TOZEXLd@TRj@JLCPBbB@^A\\OBCJW@WUw@SMk@G]Bc@CW@w@EE@YVKNCN@^FRLN^HD?RHJ?LDn@EHBFAV@LCXDNMJYBO?KEM@KCQEMG?{@UQCc@DS@y@IE@_@NCFKd@?TFLBNNRHDrANF?FCn@?JBPCJKF?HEPSDU?MESSa@s@Sg@Es@Fw@CMDKFUREb@@VJVPNf@H\\H`AEb@Df@MRKLOBWEg@KSKIICQ?YO}@DmA?YLGDKNGBCF@`@FVVZXHHALFXBP@PEd@E^Bd@KLILUB_@GY_@a@KEi@GKAe@JeA?KBYLOTIZDh@^N`@BXFh@@JATFd@MNBJE^]@i@I[IIEKa@GECSEO?WFMCM@SCYAM@o@TW`@CP@PJVHFd@NRCf@Hf@BLEL@LCZBRELMFKNM@MCMQm@YUQBKCEGKBECWDoADQJU\\ARB\\R^LFzAFx@ARCDCLKLUBIC_@AMMY[IcBIm@Ac@BYLUREb@@PN^RNxAD~@APB^Eb@[@YE[M[OKOG]G', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3039522485,3.513,5.7,,,False,,,False,False,59.2,58.4,1,0,False,
